INFO:__main__:Rank: -1 - World Size: -1
INFO:__main__:Suppressing subprocess logging. If this is not desired enable debug mode.
2022-11-15 14:48:06.935648: I tensorflow/core/platform/cpu_feature_guard.cc:193] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2022-11-15 14:48:07.226672: E tensorflow/stream_executor/cuda/cuda_blas.cc:2981] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered
2022-11-15 14:48:09.786798: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libnvinfer.so.7'; dlerror: libnvinfer.so.7: cannot open shared object file: No such file or directory
2022-11-15 14:48:09.786998: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libnvinfer_plugin.so.7'; dlerror: libnvinfer_plugin.so.7: cannot open shared object file: No such file or directory
2022-11-15 14:48:09.787021: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Cannot dlopen some TensorRT libraries. If you would like to use Nvidia GPU with TensorRT, please make sure the missing libraries mentioned above are installed properly.
INFO:__main__:Loading data.
WARNING:datasets.builder:Found cached dataset sst2 (/home/users1/zhouwi/.cache/huggingface/datasets/sst2/default/2.0.0/9896208a8d85db057ac50c72282bcb8fe755accc671a57dd8059d4e130961ed5)
start
load data
  0%|          | 0/3 [00:00<?, ?it/s]
100%|██████████| 3/3 [00:00<00:00, 246.76it/s]
INFO:__main__:Initializing model.
Some weights of the model checkpoint at bert-base-uncased were not used when initializing BertForSequenceClassification: ['cls.seq_relationship.weight', 'cls.predictions.bias', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.transform.dense.bias', 'cls.predictions.transform.LayerNorm.bias', 'cls.seq_relationship.bias', 'cls.predictions.decoder.weight', 'cls.predictions.transform.dense.weight']
- This IS expected if you are initializing BertForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of BertForSequenceClassification were not initialized from the model checkpoint at bert-base-uncased and are newly initialized: ['classifier.bias', 'classifier.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
/mount/arbeitsdaten20/projekte/cik/users/wei/lsc/lib64/python3.10/site-packages/transformers/optimization.py:306: FutureWarning: This implementation of AdamW is deprecated and will be removed in a future version. Use the PyTorch implementation torch.optim.AdamW instead, or set `no_deprecation_warning=True` to disable this warning
  warnings.warn(
INFO:__main__:Updating 109483778 / 109483778 params.
INFO:__main__:Epoch: 0
INFO:__main__:Training...
67349
610
262
done loading dataset and model config
done loading model
warmup_steps 420.93125000000003
  0%|          | 0/2105 [00:00<?, ?it/s]Truncation was not explicitly activated but `max_length` is provided a specific value, please use `truncation=True` to explicitly truncate examples to max length. Defaulting to 'longest_first' truncation strategy. If you encode pairs of sequences (GLUE-style) with the tokenizer you can select this strategy more precisely by providing a specific strategy to `truncation`.
loss:  0.2399, accuracy: 0.9039:  96%|█████████▌| 2015/2105 [1:50:28<04:48,  3.21s/it]
loss:  0.2398, accuracy: 0.9040:  96%|█████████▌| 2015/2105 [1:50:31<04:48,  3.21s/it]
loss:  0.2398, accuracy: 0.9040:  96%|█████████▌| 2016/2105 [1:50:31<04:46,  3.21s/it]
loss:  0.2397, accuracy: 0.9040:  96%|█████████▌| 2016/2105 [1:50:34<04:46,  3.21s/it]
loss:  0.2397, accuracy: 0.9040:  96%|█████████▌| 2017/2105 [1:50:34<04:42,  3.21s/it]
loss:  0.2397, accuracy: 0.9040:  96%|█████████▌| 2017/2105 [1:50:37<04:42,  3.21s/it]
loss:  0.2397, accuracy: 0.9040:  96%|█████████▌| 2018/2105 [1:50:37<04:40,  3.22s/it]
loss:  0.2396, accuracy: 0.9041:  96%|█████████▌| 2018/2105 [1:50:41<04:40,  3.22s/it]
loss:  0.2396, accuracy: 0.9041:  96%|█████████▌| 2019/2105 [1:50:41<04:36,  3.22s/it]
loss:  0.2396, accuracy: 0.9041:  96%|█████████▌| 2019/2105 [1:50:44<04:36,  3.22s/it]
loss:  0.2396, accuracy: 0.9041:  96%|█████████▌| 2020/2105 [1:50:44<04:33,  3.22s/it]
loss:  0.2396, accuracy: 0.9041:  96%|█████████▌| 2020/2105 [1:50:47<04:33,  3.22s/it]
loss:  0.2396, accuracy: 0.9041:  96%|█████████▌| 2021/2105 [1:50:47<04:30,  3.22s/it]
loss:  0.2396, accuracy: 0.9041:  96%|█████████▌| 2021/2105 [1:50:50<04:30,  3.22s/it]
loss:  0.2396, accuracy: 0.9041:  96%|█████████▌| 2022/2105 [1:50:50<04:27,  3.22s/it]
loss:  0.2396, accuracy: 0.9041:  96%|█████████▌| 2022/2105 [1:50:53<04:27,  3.22s/it]
loss:  0.2396, accuracy: 0.9041:  96%|█████████▌| 2023/2105 [1:50:53<04:23,  3.22s/it]
loss:  0.2396, accuracy: 0.9041:  96%|█████████▌| 2023/2105 [1:50:57<04:23,  3.22s/it]
loss:  0.2396, accuracy: 0.9041:  96%|█████████▌| 2024/2105 [1:50:57<04:20,  3.22s/it]
loss:  0.2395, accuracy: 0.9041:  96%|█████████▌| 2024/2105 [1:51:00<04:20,  3.22s/it]
loss:  0.2395, accuracy: 0.9041:  96%|█████████▌| 2025/2105 [1:51:00<04:17,  3.22s/it]
loss:  0.2395, accuracy: 0.9041:  96%|█████████▌| 2025/2105 [1:51:03<04:17,  3.22s/it]
loss:  0.2395, accuracy: 0.9041:  96%|█████████▌| 2026/2105 [1:51:03<04:13,  3.21s/it]
loss:  0.2395, accuracy: 0.9041:  96%|█████████▌| 2026/2105 [1:51:06<04:13,  3.21s/it]
loss:  0.2395, accuracy: 0.9041:  96%|█████████▋| 2027/2105 [1:51:06<04:10,  3.21s/it]
loss:  0.2394, accuracy: 0.9042:  96%|█████████▋| 2027/2105 [1:51:10<04:10,  3.21s/it]
loss:  0.2394, accuracy: 0.9042:  96%|█████████▋| 2028/2105 [1:51:10<04:07,  3.21s/it]
loss:  0.2394, accuracy: 0.9042:  96%|█████████▋| 2028/2105 [1:51:13<04:07,  3.21s/it]
loss:  0.2394, accuracy: 0.9042:  96%|█████████▋| 2029/2105 [1:51:13<04:04,  3.22s/it]
loss:  0.2394, accuracy: 0.9042:  96%|█████████▋| 2029/2105 [1:51:16<04:04,  3.22s/it]
loss:  0.2394, accuracy: 0.9042:  96%|█████████▋| 2030/2105 [1:51:16<04:01,  3.22s/it]
loss:  0.2395, accuracy: 0.9042:  96%|█████████▋| 2030/2105 [1:51:19<04:01,  3.22s/it]
loss:  0.2395, accuracy: 0.9042:  96%|█████████▋| 2031/2105 [1:51:19<03:57,  3.22s/it]
loss:  0.2394, accuracy: 0.9042:  96%|█████████▋| 2031/2105 [1:51:22<03:57,  3.22s/it]
loss:  0.2394, accuracy: 0.9042:  97%|█████████▋| 2032/2105 [1:51:22<03:55,  3.22s/it]
loss:  0.2393, accuracy: 0.9042:  97%|█████████▋| 2032/2105 [1:51:26<03:55,  3.22s/it]
loss:  0.2393, accuracy: 0.9042:  97%|█████████▋| 2033/2105 [1:51:26<03:51,  3.22s/it]
loss:  0.2392, accuracy: 0.9043:  97%|█████████▋| 2033/2105 [1:51:29<03:51,  3.22s/it]
loss:  0.2392, accuracy: 0.9043:  97%|█████████▋| 2034/2105 [1:51:29<03:48,  3.22s/it]
loss:  0.2392, accuracy: 0.9043:  97%|█████████▋| 2034/2105 [1:51:32<03:48,  3.22s/it]
loss:  0.2392, accuracy: 0.9043:  97%|█████████▋| 2035/2105 [1:51:32<03:45,  3.22s/it]
loss:  0.2392, accuracy: 0.9042:  97%|█████████▋| 2035/2105 [1:51:35<03:45,  3.22s/it]
loss:  0.2392, accuracy: 0.9042:  97%|█████████▋| 2036/2105 [1:51:35<03:42,  3.22s/it]
loss:  0.2392, accuracy: 0.9043:  97%|█████████▋| 2036/2105 [1:51:39<03:42,  3.22s/it]
loss:  0.2392, accuracy: 0.9043:  97%|█████████▋| 2037/2105 [1:51:39<03:38,  3.22s/it]
loss:  0.2391, accuracy: 0.9043:  97%|█████████▋| 2037/2105 [1:51:42<03:38,  3.22s/it]
loss:  0.2391, accuracy: 0.9043:  97%|█████████▋| 2038/2105 [1:51:42<03:35,  3.22s/it]
loss:  0.2391, accuracy: 0.9043:  97%|█████████▋| 2038/2105 [1:51:45<03:35,  3.22s/it]
loss:  0.2391, accuracy: 0.9043:  97%|█████████▋| 2039/2105 [1:51:45<03:32,  3.22s/it]
loss:  0.2391, accuracy: 0.9043:  97%|█████████▋| 2039/2105 [1:51:48<03:32,  3.22s/it]
loss:  0.2391, accuracy: 0.9043:  97%|█████████▋| 2040/2105 [1:51:48<03:29,  3.22s/it]
loss:  0.2391, accuracy: 0.9043:  97%|█████████▋| 2040/2105 [1:51:51<03:29,  3.22s/it]
loss:  0.2391, accuracy: 0.9043:  97%|█████████▋| 2041/2105 [1:51:51<03:25,  3.22s/it]
loss:  0.2391, accuracy: 0.9043:  97%|█████████▋| 2041/2105 [1:51:55<03:25,  3.22s/it]
loss:  0.2391, accuracy: 0.9043:  97%|█████████▋| 2042/2105 [1:51:55<03:22,  3.22s/it]
loss:  0.2390, accuracy: 0.9043:  97%|█████████▋| 2042/2105 [1:51:58<03:22,  3.22s/it]
loss:  0.2390, accuracy: 0.9043:  97%|█████████▋| 2043/2105 [1:51:58<03:19,  3.22s/it]
loss:  0.2389, accuracy: 0.9044:  97%|█████████▋| 2043/2105 [1:52:01<03:19,  3.22s/it]
loss:  0.2389, accuracy: 0.9044:  97%|█████████▋| 2044/2105 [1:52:01<03:16,  3.22s/it]
loss:  0.2389, accuracy: 0.9044:  97%|█████████▋| 2044/2105 [1:52:04<03:16,  3.22s/it]
loss:  0.2389, accuracy: 0.9044:  97%|█████████▋| 2045/2105 [1:52:04<03:13,  3.22s/it]
loss:  0.2388, accuracy: 0.9044:  97%|█████████▋| 2045/2105 [1:52:08<03:13,  3.22s/it]
loss:  0.2388, accuracy: 0.9044:  97%|█████████▋| 2046/2105 [1:52:08<03:10,  3.23s/it]
loss:  0.2388, accuracy: 0.9045:  97%|█████████▋| 2046/2105 [1:52:11<03:10,  3.23s/it]
loss:  0.2388, accuracy: 0.9045:  97%|█████████▋| 2047/2105 [1:52:11<03:07,  3.23s/it]
loss:  0.2387, accuracy: 0.9045:  97%|█████████▋| 2047/2105 [1:52:14<03:07,  3.23s/it]
loss:  0.2387, accuracy: 0.9045:  97%|█████████▋| 2048/2105 [1:52:14<03:03,  3.22s/it]
loss:  0.2386, accuracy: 0.9045:  97%|█████████▋| 2048/2105 [1:52:17<03:03,  3.22s/it]
loss:  0.2386, accuracy: 0.9045:  97%|█████████▋| 2049/2105 [1:52:17<03:00,  3.22s/it]
loss:  0.2386, accuracy: 0.9046:  97%|█████████▋| 2049/2105 [1:52:20<03:00,  3.22s/it]
loss:  0.2386, accuracy: 0.9046:  97%|█████████▋| 2050/2105 [1:52:20<02:57,  3.22s/it]
loss:  0.2385, accuracy: 0.9046:  97%|█████████▋| 2050/2105 [1:52:24<02:57,  3.22s/it]
loss:  0.2385, accuracy: 0.9046:  97%|█████████▋| 2051/2105 [1:52:24<02:54,  3.23s/it]
loss:  0.2384, accuracy: 0.9046:  97%|█████████▋| 2051/2105 [1:52:27<02:54,  3.23s/it]
loss:  0.2384, accuracy: 0.9046:  97%|█████████▋| 2052/2105 [1:52:27<02:51,  3.24s/it]
loss:  0.2384, accuracy: 0.9047:  97%|█████████▋| 2052/2105 [1:52:30<02:51,  3.24s/it]
loss:  0.2384, accuracy: 0.9047:  98%|█████████▊| 2053/2105 [1:52:30<02:48,  3.23s/it]
loss:  0.2383, accuracy: 0.9047:  98%|█████████▊| 2053/2105 [1:52:33<02:48,  3.23s/it]
loss:  0.2383, accuracy: 0.9047:  98%|█████████▊| 2054/2105 [1:52:33<02:44,  3.23s/it]
loss:  0.2382, accuracy: 0.9047:  98%|█████████▊| 2054/2105 [1:52:37<02:44,  3.23s/it]
loss:  0.2382, accuracy: 0.9047:  98%|█████████▊| 2055/2105 [1:52:37<02:41,  3.23s/it]
loss:  0.2382, accuracy: 0.9047:  98%|█████████▊| 2055/2105 [1:52:40<02:41,  3.23s/it]
loss:  0.2382, accuracy: 0.9047:  98%|█████████▊| 2056/2105 [1:52:40<02:38,  3.23s/it]
loss:  0.2383, accuracy: 0.9047:  98%|█████████▊| 2056/2105 [1:52:43<02:38,  3.23s/it]
loss:  0.2383, accuracy: 0.9047:  98%|█████████▊| 2057/2105 [1:52:43<02:34,  3.23s/it]
loss:  0.2383, accuracy: 0.9047:  98%|█████████▊| 2057/2105 [1:52:46<02:34,  3.23s/it]
loss:  0.2383, accuracy: 0.9047:  98%|█████████▊| 2058/2105 [1:52:46<02:31,  3.22s/it]
loss:  0.2383, accuracy: 0.9047:  98%|█████████▊| 2058/2105 [1:52:50<02:31,  3.22s/it]
loss:  0.2383, accuracy: 0.9047:  98%|█████████▊| 2059/2105 [1:52:50<02:29,  3.25s/it]
loss:  0.2383, accuracy: 0.9047:  98%|█████████▊| 2059/2105 [1:52:53<02:29,  3.25s/it]
loss:  0.2383, accuracy: 0.9047:  98%|█████████▊| 2060/2105 [1:52:53<02:26,  3.25s/it]
loss:  0.2382, accuracy: 0.9047:  98%|█████████▊| 2060/2105 [1:52:56<02:26,  3.25s/it]
loss:  0.2382, accuracy: 0.9047:  98%|█████████▊| 2061/2105 [1:52:56<02:22,  3.24s/it]
loss:  0.2382, accuracy: 0.9048:  98%|█████████▊| 2061/2105 [1:52:59<02:22,  3.24s/it]
loss:  0.2382, accuracy: 0.9048:  98%|█████████▊| 2062/2105 [1:52:59<02:18,  3.23s/it]
loss:  0.2381, accuracy: 0.9048:  98%|█████████▊| 2062/2105 [1:53:02<02:18,  3.23s/it]
loss:  0.2381, accuracy: 0.9048:  98%|█████████▊| 2063/2105 [1:53:02<02:15,  3.22s/it]
loss:  0.2381, accuracy: 0.9048:  98%|█████████▊| 2063/2105 [1:53:06<02:15,  3.22s/it]
loss:  0.2381, accuracy: 0.9048:  98%|█████████▊| 2064/2105 [1:53:06<02:12,  3.23s/it]
loss:  0.2380, accuracy: 0.9049:  98%|█████████▊| 2064/2105 [1:53:09<02:12,  3.23s/it]
loss:  0.2380, accuracy: 0.9049:  98%|█████████▊| 2065/2105 [1:53:09<02:09,  3.23s/it]
loss:  0.2380, accuracy: 0.9049:  98%|█████████▊| 2065/2105 [1:53:12<02:09,  3.23s/it]
loss:  0.2380, accuracy: 0.9049:  98%|█████████▊| 2066/2105 [1:53:12<02:06,  3.24s/it]
loss:  0.2379, accuracy: 0.9049:  98%|█████████▊| 2066/2105 [1:53:15<02:06,  3.24s/it]
loss:  0.2379, accuracy: 0.9049:  98%|█████████▊| 2067/2105 [1:53:15<02:02,  3.23s/it]
loss:  0.2379, accuracy: 0.9049:  98%|█████████▊| 2067/2105 [1:53:19<02:02,  3.23s/it]
loss:  0.2379, accuracy: 0.9049:  98%|█████████▊| 2068/2105 [1:53:19<01:59,  3.23s/it]
loss:  0.2379, accuracy: 0.9050:  98%|█████████▊| 2068/2105 [1:53:22<01:59,  3.23s/it]
loss:  0.2379, accuracy: 0.9050:  98%|█████████▊| 2069/2105 [1:53:22<01:56,  3.22s/it]
loss:  0.2378, accuracy: 0.9050:  98%|█████████▊| 2069/2105 [1:53:25<01:56,  3.22s/it]
loss:  0.2378, accuracy: 0.9050:  98%|█████████▊| 2070/2105 [1:53:25<01:52,  3.23s/it]
loss:  0.2378, accuracy: 0.9050:  98%|█████████▊| 2070/2105 [1:53:28<01:52,  3.23s/it]
loss:  0.2378, accuracy: 0.9050:  98%|█████████▊| 2071/2105 [1:53:28<01:50,  3.24s/it]
loss:  0.2377, accuracy: 0.9050:  98%|█████████▊| 2071/2105 [1:53:32<01:50,  3.24s/it]
loss:  0.2377, accuracy: 0.9050:  98%|█████████▊| 2072/2105 [1:53:32<01:46,  3.23s/it]
loss:  0.2376, accuracy: 0.9051:  98%|█████████▊| 2072/2105 [1:53:35<01:46,  3.23s/it]
loss:  0.2376, accuracy: 0.9051:  98%|█████████▊| 2073/2105 [1:53:35<01:43,  3.23s/it]
loss:  0.2375, accuracy: 0.9051:  98%|█████████▊| 2073/2105 [1:53:38<01:43,  3.23s/it]
loss:  0.2375, accuracy: 0.9051:  99%|█████████▊| 2074/2105 [1:53:38<01:40,  3.23s/it]
loss:  0.2375, accuracy: 0.9051:  99%|█████████▊| 2074/2105 [1:53:41<01:40,  3.23s/it]
loss:  0.2375, accuracy: 0.9051:  99%|█████████▊| 2075/2105 [1:53:41<01:36,  3.23s/it]
loss:  0.2375, accuracy: 0.9051:  99%|█████████▊| 2075/2105 [1:53:44<01:36,  3.23s/it]
loss:  0.2375, accuracy: 0.9051:  99%|█████████▊| 2076/2105 [1:53:44<01:34,  3.24s/it]
loss:  0.2375, accuracy: 0.9052:  99%|█████████▊| 2076/2105 [1:53:48<01:34,  3.24s/it]
loss:  0.2375, accuracy: 0.9052:  99%|█████████▊| 2077/2105 [1:53:48<01:30,  3.24s/it]
loss:  0.2374, accuracy: 0.9052:  99%|█████████▊| 2077/2105 [1:53:51<01:30,  3.24s/it]
loss:  0.2374, accuracy: 0.9052:  99%|█████████▊| 2078/2105 [1:53:51<01:27,  3.23s/it]
loss:  0.2374, accuracy: 0.9052:  99%|█████████▊| 2078/2105 [1:53:54<01:27,  3.23s/it]
loss:  0.2374, accuracy: 0.9052:  99%|█████████▉| 2079/2105 [1:53:54<01:23,  3.23s/it]
loss:  0.2374, accuracy: 0.9052:  99%|█████████▉| 2079/2105 [1:53:57<01:23,  3.23s/it]
loss:  0.2374, accuracy: 0.9052:  99%|█████████▉| 2080/2105 [1:53:57<01:20,  3.22s/it]
loss:  0.2373, accuracy: 0.9052:  99%|█████████▉| 2080/2105 [1:54:01<01:20,  3.22s/it]
loss:  0.2373, accuracy: 0.9052:  99%|█████████▉| 2081/2105 [1:54:01<01:17,  3.22s/it]
loss:  0.2373, accuracy: 0.9052:  99%|█████████▉| 2081/2105 [1:54:04<01:17,  3.22s/it]
loss:  0.2373, accuracy: 0.9052:  99%|█████████▉| 2082/2105 [1:54:04<01:14,  3.22s/it]
loss:  0.2373, accuracy: 0.9052:  99%|█████████▉| 2082/2105 [1:54:07<01:14,  3.22s/it]
loss:  0.2373, accuracy: 0.9052:  99%|█████████▉| 2083/2105 [1:54:07<01:10,  3.22s/it]
loss:  0.2372, accuracy: 0.9053:  99%|█████████▉| 2083/2105 [1:54:10<01:10,  3.22s/it]
loss:  0.2372, accuracy: 0.9053:  99%|█████████▉| 2084/2105 [1:54:10<01:07,  3.21s/it]
loss:  0.2371, accuracy: 0.9053:  99%|█████████▉| 2084/2105 [1:54:13<01:07,  3.21s/it]
loss:  0.2371, accuracy: 0.9053:  99%|█████████▉| 2085/2105 [1:54:13<01:04,  3.21s/it]
loss:  0.2371, accuracy: 0.9053:  99%|█████████▉| 2085/2105 [1:54:17<01:04,  3.21s/it]
loss:  0.2371, accuracy: 0.9053:  99%|█████████▉| 2086/2105 [1:54:17<01:01,  3.21s/it]
loss:  0.2370, accuracy: 0.9054:  99%|█████████▉| 2086/2105 [1:54:20<01:01,  3.21s/it]
loss:  0.2370, accuracy: 0.9054:  99%|█████████▉| 2087/2105 [1:54:20<00:57,  3.21s/it]
loss:  0.2370, accuracy: 0.9054:  99%|█████████▉| 2087/2105 [1:54:23<00:57,  3.21s/it]
loss:  0.2370, accuracy: 0.9054:  99%|█████████▉| 2088/2105 [1:54:23<00:54,  3.22s/it]
loss:  0.2369, accuracy: 0.9054:  99%|█████████▉| 2088/2105 [1:54:26<00:54,  3.22s/it]
loss:  0.2369, accuracy: 0.9054:  99%|█████████▉| 2089/2105 [1:54:26<00:51,  3.22s/it]
loss:  0.2369, accuracy: 0.9054:  99%|█████████▉| 2089/2105 [1:54:29<00:51,  3.22s/it]
loss:  0.2369, accuracy: 0.9054:  99%|█████████▉| 2090/2105 [1:54:29<00:48,  3.21s/it]
loss:  0.2369, accuracy: 0.9054:  99%|█████████▉| 2090/2105 [1:54:33<00:48,  3.21s/it]
loss:  0.2369, accuracy: 0.9054:  99%|█████████▉| 2091/2105 [1:54:33<00:44,  3.21s/it]
loss:  0.2368, accuracy: 0.9054:  99%|█████████▉| 2091/2105 [1:54:36<00:44,  3.21s/it]
loss:  0.2368, accuracy: 0.9054:  99%|█████████▉| 2092/2105 [1:54:36<00:41,  3.21s/it]
loss:  0.2368, accuracy: 0.9055:  99%|█████████▉| 2092/2105 [1:54:39<00:41,  3.21s/it]
loss:  0.2368, accuracy: 0.9055:  99%|█████████▉| 2093/2105 [1:54:39<00:38,  3.21s/it]
loss:  0.2367, accuracy: 0.9055:  99%|█████████▉| 2093/2105 [1:54:42<00:38,  3.21s/it]
loss:  0.2367, accuracy: 0.9055:  99%|█████████▉| 2094/2105 [1:54:42<00:35,  3.24s/it]
loss:  0.2366, accuracy: 0.9055:  99%|█████████▉| 2094/2105 [1:54:46<00:35,  3.24s/it]
loss:  0.2366, accuracy: 0.9055: 100%|█████████▉| 2095/2105 [1:54:46<00:32,  3.27s/it]
loss:  0.2366, accuracy: 0.9055: 100%|█████████▉| 2095/2105 [1:54:49<00:32,  3.27s/it]
loss:  0.2366, accuracy: 0.9055: 100%|█████████▉| 2096/2105 [1:54:49<00:29,  3.25s/it]
loss:  0.2366, accuracy: 0.9055: 100%|█████████▉| 2096/2105 [1:54:52<00:29,  3.25s/it]
loss:  0.2366, accuracy: 0.9055: 100%|█████████▉| 2097/2105 [1:54:52<00:25,  3.24s/it]
loss:  0.2366, accuracy: 0.9056: 100%|█████████▉| 2097/2105 [1:54:55<00:25,  3.24s/it]
loss:  0.2366, accuracy: 0.9056: 100%|█████████▉| 2098/2105 [1:54:55<00:22,  3.23s/it]
loss:  0.2365, accuracy: 0.9056: 100%|█████████▉| 2098/2105 [1:54:59<00:22,  3.23s/it]
loss:  0.2365, accuracy: 0.9056: 100%|█████████▉| 2099/2105 [1:54:59<00:19,  3.22s/it]
loss:  0.2364, accuracy: 0.9056: 100%|█████████▉| 2099/2105 [1:55:02<00:19,  3.22s/it]
loss:  0.2364, accuracy: 0.9056: 100%|█████████▉| 2100/2105 [1:55:02<00:16,  3.22s/it]
loss:  0.2364, accuracy: 0.9056: 100%|█████████▉| 2100/2105 [1:55:05<00:16,  3.22s/it]
loss:  0.2364, accuracy: 0.9056: 100%|█████████▉| 2101/2105 [1:55:05<00:12,  3.22s/it]
loss:  0.2363, accuracy: 0.9057: 100%|█████████▉| 2101/2105 [1:55:08<00:12,  3.22s/it]
loss:  0.2363, accuracy: 0.9057: 100%|█████████▉| 2102/2105 [1:55:08<00:09,  3.22s/it]
loss:  0.2363, accuracy: 0.9057: 100%|█████████▉| 2102/2105 [1:55:11<00:09,  3.22s/it]
loss:  0.2363, accuracy: 0.9057: 100%|█████████▉| 2103/2105 [1:55:11<00:06,  3.22s/it]
loss:  0.2362, accuracy: 0.9057: 100%|█████████▉| 2103/2105 [1:55:15<00:06,  3.22s/it]
loss:  0.2362, accuracy: 0.9057: 100%|█████████▉| 2104/2105 [1:55:15<00:03,  3.22s/it]
loss:  0.2362, accuracy: 0.9057: 100%|█████████▉| 2104/2105 [1:55:17<00:03,  3.22s/it]
loss:  0.2362, accuracy: 0.9057: 100%|██████████| 2105/2105 [1:55:17<00:00,  2.92s/it]
loss:  0.2362, accuracy: 0.9057: 100%|██████████| 2105/2105 [1:55:17<00:00,  3.29s/it]
INFO:__main__:Evaluating...

  0%|          | 0/20 [00:00<?, ?it/s]
loss:  0.2710, accuracy: 0.9062:   0%|          | 0/20 [00:00<?, ?it/s]
loss:  0.2290, accuracy: 0.9219:   0%|          | 0/20 [00:00<?, ?it/s]
loss:  0.2290, accuracy: 0.9219:  10%|█         | 2/20 [00:00<00:01, 10.53it/s]
loss:  0.2866, accuracy: 0.9062:  10%|█         | 2/20 [00:00<00:01, 10.53it/s]
loss:  0.3494, accuracy: 0.8906:  10%|█         | 2/20 [00:00<00:01, 10.53it/s]
loss:  0.3494, accuracy: 0.8906:  20%|██        | 4/20 [00:00<00:01, 10.54it/s]
loss:  0.3134, accuracy: 0.9062:  20%|██        | 4/20 [00:00<00:01, 10.54it/s]
loss:  0.2675, accuracy: 0.9219:  20%|██        | 4/20 [00:00<00:01, 10.54it/s]
loss:  0.2675, accuracy: 0.9219:  30%|███       | 6/20 [00:00<00:01, 10.48it/s]
loss:  0.2587, accuracy: 0.9196:  30%|███       | 6/20 [00:00<00:01, 10.48it/s]
loss:  0.2456, accuracy: 0.9258:  30%|███       | 6/20 [00:00<00:01, 10.48it/s]
loss:  0.2456, accuracy: 0.9258:  40%|████      | 8/20 [00:00<00:01, 10.45it/s]
loss:  0.2520, accuracy: 0.9271:  40%|████      | 8/20 [00:00<00:01, 10.45it/s]
loss:  0.2541, accuracy: 0.9250:  40%|████      | 8/20 [00:00<00:01, 10.45it/s]
loss:  0.2541, accuracy: 0.9250:  50%|█████     | 10/20 [00:00<00:00, 10.43it/s]
loss:  0.2537, accuracy: 0.9233:  50%|█████     | 10/20 [00:01<00:00, 10.43it/s]
loss:  0.2401, accuracy: 0.9271:  50%|█████     | 10/20 [00:01<00:00, 10.43it/s]
loss:  0.2401, accuracy: 0.9271:  60%|██████    | 12/20 [00:01<00:00, 10.42it/s]
loss:  0.2776, accuracy: 0.9159:  60%|██████    | 12/20 [00:01<00:00, 10.42it/s]
loss:  0.2779, accuracy: 0.9085:  60%|██████    | 12/20 [00:01<00:00, 10.42it/s]
loss:  0.2779, accuracy: 0.9085:  70%|███████   | 14/20 [00:01<00:00, 10.39it/s]
loss:  0.2688, accuracy: 0.9104:  70%|███████   | 14/20 [00:01<00:00, 10.39it/s]
loss:  0.2577, accuracy: 0.9141:  70%|███████   | 14/20 [00:01<00:00, 10.39it/s]
loss:  0.2577, accuracy: 0.9141:  80%|████████  | 16/20 [00:01<00:00, 10.37it/s]
loss:  0.2511, accuracy: 0.9173:  80%|████████  | 16/20 [00:01<00:00, 10.37it/s]
loss:  0.2415, accuracy: 0.9201:  80%|████████  | 16/20 [00:01<00:00, 10.37it/s]
loss:  0.2415, accuracy: 0.9201:  90%|█████████ | 18/20 [00:01<00:00, 10.35it/s]
loss:  0.2340, accuracy: 0.9227:  90%|█████████ | 18/20 [00:01<00:00, 10.35it/s]
loss:  0.2333, accuracy: 0.9230:  90%|█████████ | 18/20 [00:01<00:00, 10.35it/s]
loss:  0.2333, accuracy: 0.9230: 100%|██████████| 20/20 [00:01<00:00, 11.96it/s]
loss:  0.2333, accuracy: 0.9230: 100%|██████████| 20/20 [00:01<00:00, 10.87it/s]
INFO:__main__:Best performance so far.
INFO:__main__:Epoch: 1
INFO:__main__:Training...

  0%|          | 0/2105 [00:00<?, ?it/s]
loss:  0.0363, accuracy: 1.0000:   0%|          | 0/2105 [00:03<?, ?it/s]
loss:  0.0363, accuracy: 1.0000:   0%|          | 1/2105 [00:03<2:02:12,  3.49s/it]
loss:  0.0326, accuracy: 1.0000:   0%|          | 1/2105 [00:06<2:02:12,  3.49s/it]
loss:  0.0326, accuracy: 1.0000:   0%|          | 2/2105 [00:06<1:56:36,  3.33s/it]
loss:  0.0289, accuracy: 1.0000:   0%|          | 2/2105 [00:09<1:56:36,  3.33s/it]
loss:  0.0289, accuracy: 1.0000:   0%|          | 3/2105 [00:09<1:54:41,  3.27s/it]
